Country,Lat,Lon,Elevation,year,season,gen,rep,check,pl_emerg_c,pl_emerg_p,flw_days,ndm,lod,podding_ma,pod_shatte,ph_r8,w100g,gy,r6_bb_sev,r6_bp_sev,r6_bs_sev,r6_bts_sev,r6_clb_sev,r6_dm_sev,r6_mls_sev,r6_fels_se,r6_rlb_sev,r6_rust_se,r6_rust_rr,r6_others,prot,oil,lat,lon,env,loc,flw_cl,pub_cl,sowing,harvest,rainfed,source,company,n_reps_averaged,source_file,dbase,majstage,maj_var,maj_sbr,majsc_sbr,class,sand,ph,silt,clay,cec,soilbulk,orgcarb,nitrogen,avi_jun_jul,evi_jun_jul,gci_jun_jul,gndvi_jun_jul,ndmi_jun_jul,tmax_jun_jul,tmin_jun_jul,wind_jun_jul,prec_jun_jul,smoist_jun_jul,pdsi_jun_jul,vpd_jun_jul,maxdew_jun_jul,mindew_jun_jul,eti_jun_jul,dsr09jun_jul,dsr12jun_jul,dsr15jun_jul,avi_nov_dec,evi_nov_dec,gci_nov_dec,gndvi_nov_dec,ndmi_nov_dec,tmax_nov_dec,tmin_nov_dec,wind_nov_dec,prec_nov_dec,smoist_nov_dec,pdsi_nov_dec,vpd_nov_dec,maxdew_nov_dec,mindew_nov_dec,eti_nov_dec,dsr09nov_dec,dsr12nov_dec,dsr15nov_dec,avi_dec_jan,evi_dec_jan,gci_dec_jan,gndvi_dec_jan,ndmi_dec_jan,tmax_dec_jan,tmin_dec_jan,wind_dec_jan,prec_dec_jan,smoist_dec_jan,pdsi_dec_jan,vpd_dec_jan,maxdew_dec_jan,mindew_dec_jan,eti_dec_jan,dsr09dec_jan,dsr12dec_jan,dsr15dec_jan
Malawi,-16.155,34.83,80,2024,1,G160,2,0,146,48.663333333333334,39.333333333333336,113,2,0,1,45.333333333333336,22,5763.966666666666,1,1,1,1,2.6666666666666665,1.3333333333333333,1,1,1.3333333333333333,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,White,Tawny,7/24/2024,12/10/2024,Irrigation,CSIRO Agriculture and Food,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G182,2,0,168,56,38,121,3,0,1.3333333333333333,92.99666666666668,19.666666666666668,2428.13,1,1,1,1,2.3333333333333335,1,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Tawny,7/24/2024,12/9/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G188,2,0,174,57.99666666666666,39.333333333333336,108.66666666666669,3.6666666666666665,0,1,80.22333333333333,19,3646.713333333333,1,1,1,1,2,1.3333333333333333,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Mixed,Tawny,7/24/2024,12/11/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G191,2,0,153,51,40,102.66666666666669,1.6666666666666667,0,1,61.446666666666665,21,3868.4666666666662,1,1,1,1,2.3333333333333335,1.6666666666666667,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Tawny,7/24/2024,12/4/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G193,2,0,147.33333333333334,49.11333333333334,40,105,2.3333333333333335,0,1,57.333333333333336,19,3661.486666666666,1,1,1,1,2,1.3333333333333333,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Grey,7/24/2024,12/10/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G196,2,0,164,54.666666666666664,38.666666666666664,121,3.6666666666666665,0,1,86.11333333333333,18.666666666666668,4061.8033333333337,1,1,1,1,2,1.6666666666666667,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,White,Tawny,7/24/2024,12/10/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G199,2,0,158.33333333333334,52.776666666666664,39.333333333333336,111,2.6666666666666665,0,1,64.55666666666667,21.333333333333332,4825.673333333333,1,1,1,1,2,1.3333333333333333,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Tawny,7/24/2024,12/11/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G204,2,0,170.66666666666666,56.89,38.666666666666664,105,1.6666666666666667,0,1,56.663333333333334,21.333333333333332,3849.82,1,1,1,1,2,1.6666666666666667,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Tawny,7/24/2024,12/10/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G214,2,0,169,56.333333333333336,39.333333333333336,110,2.3333333333333335,0,1,64.22333333333333,18,4847.863333333333,1,1,1,1,2,1.3333333333333333,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,White,Tawny,7/24/2024,12/9/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G215,2,0,129.33333333333334,43.11333333333334,36.666666666666664,111,2,0,1,44.11,21.333333333333332,5114.083333333333,1,1,1,1,2,1,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Mixed,Tawny,7/24/2024,12/10/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G216,2,0,183.66666666666663,61.22,38,121,2,0,1,72.44333333333333,27,5506.193333333334,1,1,1,1,2.6666666666666665,1.3333333333333333,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,White,Tawny,7/24/2024,12/9/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G233,2,0,153.33333333333334,51.11,37.333333333333336,121,3.3333333333333335,0,1,88.33333333333333,18.333333333333332,4617.05,1,1,1,1,2.3333333333333335,1,1,1.3333333333333333,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,White,Tawny,7/24/2024,12/9/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G235,2,0,182.33333333333337,60.776666666666664,39.333333333333336,106,2,0,1,60.663333333333334,21,3470.7066666666665,1,1,1,1,2,1.6666666666666667,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Tawny,7/24/2024,12/11/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G244,2,0,157.66666666666666,52.553333333333335,40,106,2.3333333333333335,0,1,72,21.333333333333332,4074.92,1,1,1,1,2,1,1,1,1.3333333333333333,1.3333333333333333,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Tawny,7/24/2024,12/9/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G246,2,0,105.33333333333331,35.11,40,113,2,0,1,57.443333333333335,21.333333333333332,3361.2733333333335,1,1,1,1,2,1.6666666666666667,1,1,1.3333333333333333,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Grey,7/24/2024,12/10/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G285,2,0,137.33333333333334,45.776666666666664,40,126,2.3333333333333335,0,1,110.55666666666669,18.666666666666668,3789.9133333333334,1,1,1,1,2,1,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Mixed,Tawny,7/24/2024,12/11/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G319,2,0,176,58.67,38,112,3,0,1,58.00333333333334,23,4126.91,1,1,1,1,1.6666666666666667,1,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Tawny,7/24/2024,12/10/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G338,2,0,172,57.333333333333336,36.666666666666664,118,2,0,1,73,23.333333333333332,5492.42,1,1,1,1,2.3333333333333335,1.3333333333333333,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Tawny,7/24/2024,12/11/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G359,2,0,142,47.33,36.666666666666664,109,1,0,1,39.663333333333334,21,3763.4533333333334,1,1,1,1,2.3333333333333335,1,1,1,1.3333333333333333,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,White,Tawny,7/24/2024,12/10/2024,Irrigation,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-16.155,34.83,80,2024,1,G365,2,0,176.33333333333334,58.776666666666664,38,111,3.3333333333333335,0,1,85.77666666666667,16.333333333333332,4405.156666666667,1,1,1,1,1.6666666666666667,1.3333333333333333,1,1,1,1,0,1,NA,NA,-16.146,34.874,E0289,L0124,Purple,Tawny,7/24/2024,12/11/2024,Irrigation,Department of Agricultural Research Services DARS,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,-13.41,33.615,1116,2024,1,G002,2,0,247,82.33333333333333,56.666666666666664,115.33333333333331,1,0,1,44.556666666666665,20,2185.4933333333333,1,1.3333333333333333,1,1,1.6666666666666667,1,1,1,1.3333333333333333,1,0,1,NA,NA,-13.407,33.62,E0290,L0105,White,Tawny,7/15/2024,11/22/2024,Irrigation,CSIRO Agriculture and Food,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
